IDENTIFIER,GRAMMAR_PATTERN,CONTEXT
tiff grow size proc,NM V NM N,FUNCTION
tiff develop size proc,NM V NM N,FUNCTION
tiff produce size proc,NM V NM N,FUNCTION
tiff contract size proc,NM V NM N,FUNCTION
tiff take size proc,NM V NM N,FUNCTION
tiff drive size proc,NM V NM N,FUNCTION
tiff aim size proc,NM V NM N,FUNCTION
tiff arrest size proc,NM V NM N,FUNCTION
tiff scram size proc,NM V NM N,FUNCTION
tiff buzz_off size proc,NM V NM N,FUNCTION
tiff fuck_off size proc,NM V NM N,FUNCTION
tiff bugger_off size proc,NM V NM N,FUNCTION
tiff get_under_one's_skin size proc,NM V NM N,FUNCTION
tiff draw size proc,NM V NM N,FUNCTION
tiff perplex size proc,NM V NM N,FUNCTION
tiff vex size proc,NM V NM N,FUNCTION
tiff stick size proc,NM V NM N,FUNCTION
tiff puzzle size proc,NM V NM N,FUNCTION
tiff mystify size proc,NM V NM N,FUNCTION
tiff baffle size proc,NM V NM N,FUNCTION
tiff beat size proc,NM V NM N,FUNCTION
tiff pose size proc,NM V NM N,FUNCTION
tiff bewilder size proc,NM V NM N,FUNCTION
tiff flummox size proc,NM V NM N,FUNCTION
tiff stupefy size proc,NM V NM N,FUNCTION
tiff nonplus size proc,NM V NM N,FUNCTION
tiff gravel size proc,NM V NM N,FUNCTION
tiff amaze size proc,NM V NM N,FUNCTION
tiff dumbfound size proc,NM V NM N,FUNCTION
tiff get_down size proc,NM V NM N,FUNCTION
tiff begin size proc,NM V NM N,FUNCTION
tiff start_out size proc,NM V NM N,FUNCTION
tiff start size proc,NM V NM N,FUNCTION
tiff set_about size proc,NM V NM N,FUNCTION
tiff set_out size proc,NM V NM N,FUNCTION
tiff commence size proc,NM V NM N,FUNCTION
tiff suffer size proc,NM V NM N,FUNCTION
tiff sustain size proc,NM V NM N,FUNCTION
tiff beget size proc,NM V NM N,FUNCTION
tiff engender size proc,NM V NM N,FUNCTION
tiff father size proc,NM V NM N,FUNCTION
tiff mother size proc,NM V NM N,FUNCTION
tiff sire size proc,NM V NM N,FUNCTION
tiff generate size proc,NM V NM N,FUNCTION
tiff bring_forth size proc,NM V NM N,FUNCTION
bicker get size proc,NM V NM N,FUNCTION
bickering get size proc,NM V NM N,FUNCTION
spat get size proc,NM V NM N,FUNCTION
squabble get size proc,NM V NM N,FUNCTION
pettifoggery get size proc,NM V NM N,FUNCTION
workspace file masquerade,NM NM N,CLASS
workspace file masquerade_party,NM NM N,CLASS
workspace file masque,NM NM N,CLASS
workspace data_file mask,NM NM N,CLASS
workspace single_file mask,NM NM N,CLASS
workspace Indian_file mask,NM NM N,CLASS
workspace file_cabinet mask,NM NM N,CLASS
workspace filing_cabinet mask,NM NM N,CLASS
smuggler factory,NM N,PARAMETER
contrabandist factory,NM N,PARAMETER
moon_curser factory,NM N,PARAMETER
moon-curser factory,NM N,PARAMETER
base_runner factory,NM N,PARAMETER
stolon factory,NM N,PARAMETER
offset factory,NM N,PARAMETER
ball_carrier factory,NM N,PARAMETER
blue_runner factory,NM N,PARAMETER
runner mill,NM N,PARAMETER
runner manufacturing_plant,NM N,PARAMETER
runner manufactory,NM N,PARAMETER
val sizing,NM N,DECLARATION
val size_of_it,NM N,DECLARATION
content way,NM N,CLASS
content way_of_life,NM N,CLASS
content route,NM N,CLASS
content itinerary,NM N,CLASS
content track,NM N,CLASS
content course,NM N,CLASS
message path,NM N,CLASS
subject_matter path,NM N,CLASS
substance path,NM N,CLASS
capacity path,NM N,CLASS
cognitive_content path,NM N,CLASS
mental_object path,NM N,CLASS
subject path,NM N,CLASS
depicted_object path,NM N,CLASS
loaded mentions counting,NM NM N,DECLARATION
loaded mentions numeration,NM NM N,DECLARATION
loaded mentions enumeration,NM NM N,DECLARATION
loaded mentions reckoning,NM NM N,DECLARATION
loaded mentions tally,NM NM N,DECLARATION
throw provision exception if errors be,V NM N CJ NPL V,FUNCTION
throw provision exception if errors survive,V NM N CJ NPL V,FUNCTION
throw provision exception if errors live,V NM N CJ NPL V,FUNCTION
throw provision exception if errors subsist,V NM N CJ NPL V,FUNCTION
throw provision exclusion if errors exist,V NM N CJ NPL V,FUNCTION
throw provision elision if errors exist,V NM N CJ NPL V,FUNCTION
throw proviso exception if errors exist,V NM N CJ NPL V,FUNCTION
throw supply exception if errors exist,V NM N CJ NPL V,FUNCTION
throw supplying exception if errors exist,V NM N CJ NPL V,FUNCTION
throw planning exception if errors exist,V NM N CJ NPL V,FUNCTION
throw preparation exception if errors exist,V NM N CJ NPL V,FUNCTION
shed provision exception if errors exist,V NM N CJ NPL V,FUNCTION
cast provision exception if errors exist,V NM N CJ NPL V,FUNCTION
cast_off provision exception if errors exist,V NM N CJ NPL V,FUNCTION
shake_off provision exception if errors exist,V NM N CJ NPL V,FUNCTION
throw_off provision exception if errors exist,V NM N CJ NPL V,FUNCTION
throw_away provision exception if errors exist,V NM N CJ NPL V,FUNCTION
drop provision exception if errors exist,V NM N CJ NPL V,FUNCTION
thrust provision exception if errors exist,V NM N CJ NPL V,FUNCTION
give provision exception if errors exist,V NM N CJ NPL V,FUNCTION
flip provision exception if errors exist,V NM N CJ NPL V,FUNCTION
switch provision exception if errors exist,V NM N CJ NPL V,FUNCTION
project provision exception if errors exist,V NM N CJ NPL V,FUNCTION
contrive provision exception if errors exist,V NM N CJ NPL V,FUNCTION
bewilder provision exception if errors exist,V NM N CJ NPL V,FUNCTION
bemuse provision exception if errors exist,V NM N CJ NPL V,FUNCTION
discombobulate provision exception if errors exist,V NM N CJ NPL V,FUNCTION
hurl provision exception if errors exist,V NM N CJ NPL V,FUNCTION
hold provision exception if errors exist,V NM N CJ NPL V,FUNCTION
have provision exception if errors exist,V NM N CJ NPL V,FUNCTION
make provision exception if errors exist,V NM N CJ NPL V,FUNCTION
confuse provision exception if errors exist,V NM N CJ NPL V,FUNCTION
fox provision exception if errors exist,V NM N CJ NPL V,FUNCTION
befuddle provision exception if errors exist,V NM N CJ NPL V,FUNCTION
fuddle provision exception if errors exist,V NM N CJ NPL V,FUNCTION
bedevil provision exception if errors exist,V NM N CJ NPL V,FUNCTION
confound provision exception if errors exist,V NM N CJ NPL V,FUNCTION
dialogue info update,NM N V,FUNCTION
duologue info update,NM N V,FUNCTION
come_on out,V N,DECLARATION
come_along out,V N,DECLARATION
advance out,V N,DECLARATION
get_on out,V N,DECLARATION
get_along out,V N,DECLARATION
shape_up out,V N,DECLARATION
pass_on out,V N,DECLARATION
move_on out,V N,DECLARATION
march_on out,V N,DECLARATION
go_on out,V N,DECLARATION
build_up out,V N,DECLARATION
work_up out,V N,DECLARATION
build out,V N,DECLARATION
method figure prefixes,NM NM NPL,PARAMETER
method public_figure prefixes,NM NM NPL,PARAMETER
method epithet prefixes,NM NM NPL,PARAMETER
method_acting name prefixes,NM NM NPL,PARAMETER
current microscope_slide,NM N,FUNCTION
current swoop,NM N,FUNCTION
current playground_slide,NM N,FUNCTION
current sliding_board,NM N,FUNCTION
current glide,NM N,FUNCTION
current coast,NM N,FUNCTION
current lantern_slide,NM N,FUNCTION
current chute,NM N,FUNCTION
current slideway,NM N,FUNCTION
current sloping_trough,NM N,FUNCTION
electric_current slide,NM N,FUNCTION
stream slide,NM N,FUNCTION
flow slide,NM N,FUNCTION
all supplication matchers,DT NM NPL,DECLARATION
all conjuring matchers,DT NM NPL,DECLARATION
all conjuration matchers,DT NM NPL,DECLARATION
all conjury matchers,DT NM NPL,DECLARATION
conveyance shard refresh action,NM NM NM N,CLASS
transportation shard refresh action,NM NM NM N,CLASS
shipping shard refresh action,NM NM NM N,CLASS
ecstasy shard refresh action,NM NM NM N,CLASS
rapture shard refresh action,NM NM NM N,CLASS
exaltation shard refresh action,NM NM NM N,CLASS
tape_drive shard refresh action,NM NM NM N,CLASS
tape_transport shard refresh action,NM NM NM N,CLASS
transfer shard refresh action,NM NM NM N,CLASS
transferral shard refresh action,NM NM NM N,CLASS
transport sherd refresh action,NM NM NM N,CLASS
transport fragment refresh action,NM NM NM N,CLASS
transport shard refresh activity,NM NM NM N,CLASS
transport shard refresh military_action,NM NM NM N,CLASS
transport shard refresh natural_action,NM NM NM N,CLASS
transport shard refresh action_mechanism,NM NM NM N,CLASS
transport shard refresh legal_action,NM NM NM N,CLASS
transport shard refresh action_at_law,NM NM NM N,CLASS
bucket aggregator,NM N,CLASS
bucket gatherer,NM N,CLASS
bucket accumulator,NM N,CLASS
pail collector,NM N,CLASS
bucketful collector,NM N,CLASS
visit sil statement,V NM N,FUNCTION
visit sil controversy,V NM N,FUNCTION
visit sil contention,V NM N,FUNCTION
visit sil contestation,V NM N,FUNCTION
visit sil disputation,V NM N,FUNCTION
visit sil disceptation,V NM N,FUNCTION
visit sil tilt,V NM N,FUNCTION
visit sil arguing,V NM N,FUNCTION
visit sil argumentation,V NM N,FUNCTION
visit sil debate,V NM N,FUNCTION
visit sil literary_argument,V NM N,FUNCTION
visit sil parameter,V NM N,FUNCTION
visit sil logical_argument,V NM N,FUNCTION
visit sil line_of_reasoning,V NM N,FUNCTION
visit sil line,V NM N,FUNCTION
see sil argument,V NM N,FUNCTION
travel_to sil argument,V NM N,FUNCTION
call_in sil argument,V NM N,FUNCTION
call sil argument,V NM N,FUNCTION
inspect sil argument,V NM N,FUNCTION
inflict sil argument,V NM N,FUNCTION
bring_down sil argument,V NM N,FUNCTION
impose sil argument,V NM N,FUNCTION
chew_the_fat sil argument,V NM N,FUNCTION
shoot_the_breeze sil argument,V NM N,FUNCTION
chat sil argument,V NM N,FUNCTION
confabulate sil argument,V NM N,FUNCTION
confab sil argument,V NM N,FUNCTION
chitchat sil argument,V NM N,FUNCTION
chit-chat sil argument,V NM N,FUNCTION
chatter sil argument,V NM N,FUNCTION
chaffer sil argument,V NM N,FUNCTION
natter sil argument,V NM N,FUNCTION
gossip sil argument,V NM N,FUNCTION
jaw sil argument,V NM N,FUNCTION
claver sil argument,V NM N,FUNCTION
beginning index,NM N,DECLARATION
origin index,NM N,DECLARATION
root index,NM N,DECLARATION
rootage index,NM N,DECLARATION
seed index,NM N,DECLARATION
germ index,NM N,DECLARATION
informant index,NM N,DECLARATION
generator index,NM N,DECLARATION
author index,NM N,DECLARATION
reservoir index,NM N,DECLARATION
reference index,NM N,DECLARATION
source index_number,NM N,DECLARATION
source indicant,NM N,DECLARATION
source indicator,NM N,DECLARATION
source exponent,NM N,DECLARATION
source power,NM N,DECLARATION
source index_finger,NM N,DECLARATION
source forefinger,NM N,DECLARATION
electric_current root,NM N,PARAMETER
stream root,NM N,PARAMETER
flow root,NM N,PARAMETER
current beginning,NM N,PARAMETER
current origin,NM N,PARAMETER
current rootage,NM N,PARAMETER
current source,NM N,PARAMETER
current root_word,NM N,PARAMETER
current base,NM N,PARAMETER
current stem,NM N,PARAMETER
current theme,NM N,PARAMETER
current radical,NM N,PARAMETER
current solution,NM N,PARAMETER
current ancestor,NM N,PARAMETER
current ascendant,NM N,PARAMETER
current ascendent,NM N,PARAMETER
current antecedent,NM N,PARAMETER
current etymon,NM N,PARAMETER
current tooth_root,NM N,PARAMETER
get item type form,V NM NM N,FUNCTION
get item type word_form,V NM NM N,FUNCTION
get item type signifier,V NM NM N,FUNCTION
get item character descriptor,V NM NM N,FUNCTION
get item eccentric descriptor,V NM NM N,FUNCTION
get item case descriptor,V NM NM N,FUNCTION
get point type descriptor,V NM NM N,FUNCTION
get detail type descriptor,V NM NM N,FUNCTION
get particular type descriptor,V NM NM N,FUNCTION
get token type descriptor,V NM NM N,FUNCTION
acquire item type descriptor,V NM NM N,FUNCTION
become item type descriptor,V NM NM N,FUNCTION
go item type descriptor,V NM NM N,FUNCTION
let item type descriptor,V NM NM N,FUNCTION
have item type descriptor,V NM NM N,FUNCTION
receive item type descriptor,V NM NM N,FUNCTION
find item type descriptor,V NM NM N,FUNCTION
obtain item type descriptor,V NM NM N,FUNCTION
incur item type descriptor,V NM NM N,FUNCTION
arrive item type descriptor,V NM NM N,FUNCTION
come item type descriptor,V NM NM N,FUNCTION
bring item type descriptor,V NM NM N,FUNCTION
convey item type descriptor,V NM NM N,FUNCTION
fetch item type descriptor,V NM NM N,FUNCTION
experience item type descriptor,V NM NM N,FUNCTION
pay_back item type descriptor,V NM NM N,FUNCTION
pay_off item type descriptor,V NM NM N,FUNCTION
fix item type descriptor,V NM NM N,FUNCTION
make item type descriptor,V NM NM N,FUNCTION
induce item type descriptor,V NM NM N,FUNCTION
stimulate item type descriptor,V NM NM N,FUNCTION
cause item type descriptor,V NM NM N,FUNCTION
catch item type descriptor,V NM NM N,FUNCTION
capture item type descriptor,V NM NM N,FUNCTION
grow item type descriptor,V NM NM N,FUNCTION
develop item type descriptor,V NM NM N,FUNCTION
produce item type descriptor,V NM NM N,FUNCTION
contract item type descriptor,V NM NM N,FUNCTION
take item type descriptor,V NM NM N,FUNCTION
drive item type descriptor,V NM NM N,FUNCTION
aim item type descriptor,V NM NM N,FUNCTION
arrest item type descriptor,V NM NM N,FUNCTION
scram item type descriptor,V NM NM N,FUNCTION
buzz_off item type descriptor,V NM NM N,FUNCTION
fuck_off item type descriptor,V NM NM N,FUNCTION
bugger_off item type descriptor,V NM NM N,FUNCTION
get_under_one's_skin item type descriptor,V NM NM N,FUNCTION
draw item type descriptor,V NM NM N,FUNCTION
perplex item type descriptor,V NM NM N,FUNCTION
vex item type descriptor,V NM NM N,FUNCTION
stick item type descriptor,V NM NM N,FUNCTION
puzzle item type descriptor,V NM NM N,FUNCTION
mystify item type descriptor,V NM NM N,FUNCTION
baffle item type descriptor,V NM NM N,FUNCTION
beat item type descriptor,V NM NM N,FUNCTION
pose item type descriptor,V NM NM N,FUNCTION
bewilder item type descriptor,V NM NM N,FUNCTION
flummox item type descriptor,V NM NM N,FUNCTION
stupefy item type descriptor,V NM NM N,FUNCTION
nonplus item type descriptor,V NM NM N,FUNCTION
gravel item type descriptor,V NM NM N,FUNCTION
amaze item type descriptor,V NM NM N,FUNCTION
dumbfound item type descriptor,V NM NM N,FUNCTION
get_down item type descriptor,V NM NM N,FUNCTION
begin item type descriptor,V NM NM N,FUNCTION
start_out item type descriptor,V NM NM N,FUNCTION
start item type descriptor,V NM NM N,FUNCTION
set_about item type descriptor,V NM NM N,FUNCTION
set_out item type descriptor,V NM NM N,FUNCTION
commence item type descriptor,V NM NM N,FUNCTION
suffer item type descriptor,V NM NM N,FUNCTION
sustain item type descriptor,V NM NM N,FUNCTION
beget item type descriptor,V NM NM N,FUNCTION
engender item type descriptor,V NM NM N,FUNCTION
father item type descriptor,V NM NM N,FUNCTION
mother item type descriptor,V NM NM N,FUNCTION
sire item type descriptor,V NM NM N,FUNCTION
generate item type descriptor,V NM NM N,FUNCTION
bring_forth item type descriptor,V NM NM N,FUNCTION
beginning ptr,NM N,DECLARATION
origin ptr,NM N,DECLARATION
rootage ptr,NM N,DECLARATION
source ptr,NM N,DECLARATION
root_word ptr,NM N,DECLARATION
base ptr,NM N,DECLARATION
stem ptr,NM N,DECLARATION
theme ptr,NM N,DECLARATION
radical ptr,NM N,DECLARATION
solution ptr,NM N,DECLARATION
ancestor ptr,NM N,DECLARATION
ascendant ptr,NM N,DECLARATION
ascendent ptr,NM N,DECLARATION
antecedent ptr,NM N,DECLARATION
etymon ptr,NM N,DECLARATION
tooth_root ptr,NM N,DECLARATION
grouping role attribute,NM NM N,PARAMETER
radical role attribute,NM NM N,PARAMETER
chemical_group role attribute,NM NM N,PARAMETER
mathematical_group role attribute,NM NM N,PARAMETER
group role property,NM NM N,PARAMETER
group role dimension,NM NM N,PARAMETER
group function attribute,NM NM N,PARAMETER
group office attribute,NM NM N,PARAMETER
group part attribute,NM NM N,PARAMETER
group character attribute,NM NM N,PARAMETER
group theatrical_role attribute,NM NM N,PARAMETER
group persona attribute,NM NM N,PARAMETER
group purpose attribute,NM NM N,PARAMETER
group use attribute,NM NM N,PARAMETER
follow constituent,V N,FUNCTION
follow element,V N,FUNCTION
follow factor,V N,FUNCTION
follow ingredient,V N,FUNCTION
follow part,V N,FUNCTION
follow portion,V N,FUNCTION
follow component_part,V N,FUNCTION
postdate component,V N,FUNCTION
fall_out component,V N,FUNCTION
travel_along component,V N,FUNCTION
comply component,V N,FUNCTION
abide_by component,V N,FUNCTION
come_after component,V N,FUNCTION
conform_to component,V N,FUNCTION
adopt component,V N,FUNCTION
espouse component,V N,FUNCTION
take_after component,V N,FUNCTION
trace component,V N,FUNCTION
watch component,V N,FUNCTION
observe component,V N,FUNCTION
watch_over component,V N,FUNCTION
keep_an_eye_on component,V N,FUNCTION
succeed component,V N,FUNCTION
play_along component,V N,FUNCTION
accompany component,V N,FUNCTION
keep_up component,V N,FUNCTION
keep_abreast component,V N,FUNCTION
come component,V N,FUNCTION
be component,V N,FUNCTION
surveil component,V N,FUNCTION
survey component,V N,FUNCTION
pursue component,V N,FUNCTION
stick_to component,V N,FUNCTION
stick_with component,V N,FUNCTION
silk biological_warfare expander 32,NM NM N D,FUNCTION
silk BW expander 32,NM NM N D,FUNCTION
silk biological_attack expander 32,NM NM N D,FUNCTION
silk biologic_attack expander 32,NM NM N D,FUNCTION
silk bioattack expander 32,NM NM N D,FUNCTION
reference detection evaluator,NM NM N,CLASS
citation detection evaluator,NM NM N,CLASS
cite detection evaluator,NM NM N,CLASS
acknowledgment detection evaluator,NM NM N,CLASS
credit detection evaluator,NM NM N,CLASS
quotation detection evaluator,NM NM N,CLASS
honorable_mention detection evaluator,NM NM N,CLASS
mention sensing evaluator,NM NM N,CLASS
mention catching evaluator,NM NM N,CLASS
mention espial evaluator,NM NM N,CLASS
mention spying evaluator,NM NM N,CLASS
mention spotting evaluator,NM NM N,CLASS
mention signal_detection evaluator,NM NM N,CLASS
mention detecting evaluator,NM NM N,CLASS
mention detective_work evaluator,NM NM N,CLASS
mention sleuthing evaluator,NM NM N,CLASS
mention detection judge,NM NM N,CLASS
gap length left,NM NM N,DECLARATION
col length left_wing,NM NM N,DECLARATION
col length left_hand,NM NM N,DECLARATION
col length left_field,NM NM N,DECLARATION
col length leftfield,NM NM N,DECLARATION
col duration left,NM NM N,DECLARATION
col distance left,NM NM N,DECLARATION
foundation category,NM N,DECLARATION
fundament category,NM N,DECLARATION
foot category,NM N,DECLARATION
groundwork category,NM N,DECLARATION
substructure category,NM N,DECLARATION
understructure category,NM N,DECLARATION
bag category,NM N,DECLARATION
floor category,NM N,DECLARATION
cornerstone category,NM N,DECLARATION
pedestal category,NM N,DECLARATION
stand category,NM N,DECLARATION
nucleotide category,NM N,DECLARATION
alkali category,NM N,DECLARATION
radix category,NM N,DECLARATION
home category,NM N,DECLARATION
al-Qaeda category,NM N,DECLARATION
Qaeda category,NM N,DECLARATION
al-Qa'ida category,NM N,DECLARATION
al-Qaida category,NM N,DECLARATION
Base category,NM N,DECLARATION
